area,lat,lon,district,name,population,state
11.50,48.367,10.850,Augsburg,Stadtbergen,15222,Bavaria
60.27,52.32472,9.20694,Schaumburg,Stadthagen,22347,Lower Saxony
120.26,50.77500,11.08083,Ilm-Kreis,Stadtilm,8428,Thuringia
79.06,51.99250,6.91500,Borken,Stadtlohn,20290,North Rhine-Westphalia
24.86,51.883,9.617,Holzminden,Stadtoldendorf,5636,Lower Saxony
10.84,49.783,9.417,Miltenberg,Stadtprozelten,1536,Bavaria
24.07,50.85000,11.73333,Saale-Holzland-Kreis,Stadtroda,6590,Thuringia
39.65,50.167,11.500,Kulmbach,Stadtsteinach,3113,Bavaria
61.77,47.99722,11.34056,Starnberg,Starnberg,23511,Bavaria
23.26,47.88139,7.73139,Breisgau-Hochschwarzwald,Staufen im Breisgau,8182,Baden-Württemberg
28.13,50.667,8.717,Gießen,Staufenberg,8448,Hesse
40.84,53.700,12.900,Mecklenburgische Seenplatte,Stavenhagen,5721,Mecklenburg-Western Pomerania
146.53,51.867,11.567,Salzlandkreis,Staßfurt,24618,Saxony-Anhalt
26.35,50.43333,11.16667,Sonneberg,Steinach,3762,Thuringia
104.88,50.317,9.467,Main-Kinzig-Kreis,Steinau an der Straße,10192,Hesse
76.72,50.70056,10.56667,Schmalkalden-Meiningen,Steinbach-Hallenberg,9479,Thuringia
4.4,50.167,8.567,Hochtaunuskreis,Steinbach,10678,Hesse
111.42,52.14750,7.34417,Steinfurt,Steinfurt,34431,North Rhine-Westphalia
23.19,48.96667,9.28333,Ludwigsburg,Steinheim an der Murr,12122,Baden-Württemberg
75.68,51.86583,9.09444,Höxter,Steinheim,12617,North Rhine-Westphalia
19.52,49.417,11.017,Fürth,Stein,14346,Bavaria
268.02,52.600,11.850,Stendal,Stendal,38778,Saxony-Anhalt
67.67,53.700,11.817,Ludwigslust-Parchim,Sternberg,4120,Mecklenburg-Western Pomerania
69.75,47.85139,9.01139,Konstanz,Stockach,17116,Baden-Württemberg
98.52,50.767,6.233,Aachen,Stolberg,56377,North Rhine-Westphalia
38.82,50.70833,12.77833,Erzgebirgskreis,Stollberg,11235,Saxony
60.85,51.04889,14.08278,Sächsische Schweiz-Osterzgebirge,Stolpen,5564,Saxony
179.96,52.250,13.933,Oder-Spree,Storkow,9352,Brandenburg
74,51.45000,6.26667,Kleve,Straelen,16248,North Rhine-Westphalia
54.07,54.30917,13.08194,Vorpommern-Rügen,Stralsund,59205,Mecklenburg-Western Pomerania
86.84,53.500,13.750,Vorpommern-Greifswald,Strasburg,4553,Mecklenburg-Western Pomerania
67.58,48.883,12.567,Urban district,Straubing,47612,Bavaria
67.86,52.58333,13.88333,Märkisch-Oderland,Strausberg,26939,Brandenburg
30.07,51.35250,13.22583,Meißen,Strehla,3688,Saxony
9.02,49.94694,7.77944,Bad Kreuznach,Stromberg,3381,Rhineland-Palatinate
45.67,49.06472,8.47167,Karlsruhe,Stutensee,24897,Baden-Württemberg
207.33,48.782,9.184,Stadtkreis,Stuttgart,630305,Baden-Württemberg
7.29,51.10972,11.93306,Burgenlandkreis,Stößen,912,Saxony-Anhalt
93.20,47.74528,8.44583,Waldshut,Stühlingen,5385,Baden-Württemberg
141.62,50.61056,10.69306,Urban district,Suhl,36395,Thuringia
110.61,52.667,8.800,Diepholz,Sulingen,12886,Lower Saxony
87.60,48.36278,8.63167,Rottweil,Sulz am Neckar,12458,Baden-Württemberg
53.19,49.500,11.750,Amberg-Sulzbach,Sulzbach-Rosenberg,19252,Bavaria
16.12,49.283,7.067,Saarbrücken,Sulzbach,16343,Saarland
22.73,47.84028,7.70917,Breisgau-Hochschwarzwald,Sulzburg,2732,Baden-Württemberg
192.86,51.317,8.000,Hochsauerlandkreis,Sundern,27554,North Rhine-Westphalia
127.93,52.91306,8.82694,Diepholz,Syke,24261,Lower Saxony
87.60,51.16167,11.11694,Sömmerda,Sömmerda,18886,Thuringia
191.60,51.667,12.067,Anhalt-Bitterfeld,Südliches Anhalt,13227,Saxony-Anhalt
12.78,48.67972,9.75750,Göppingen,Süßen,10155,Baden-Württemberg
41.54,50.78972,10.61667,Gotha,Tambach-Dietharz,4381,Thuringia
294.73,52.433,11.800,Stendal,Tangerhütte,10612,Saxony-Anhalt
89.87,52.54083,11.96889,Stendal,Tangermünde,10299,Saxony-Anhalt
60.45,50.650,10.017,Fulda,Tann (Rhön),4382,Hesse
87.18,50.49444,11.86111,Saale-Orla-Kreis,Tanna,3507,Thuringia
69.31,49.62250,9.66278,Main-Tauber-Kreis,Tauberbischofsheim,13234,Baden-Württemberg
33.70,51.38000,12.49361,Nordsachsen,Taucha,15709,Saxony
67.03,50.133,8.150,Rheingau-Taunus-Kreis,Taunusstein,30068,Hesse
70.37,52.21944,7.81250,Steinfurt,Tecklenburg,9138,North Rhine-Westphalia
90.6,51.98194,7.78556,Warendorf,Telgte,19841,North Rhine-Westphalia
21.54,52.40222,13.27056,Potsdam-Mittelmark,Teltow,27097,Brandenburg
377.01,53.11667,13.50000,Uckermark,Templin,15636,Brandenburg
61.98,47.81444,8.65917,Konstanz,Tengen,4690,Baden-Württemberg
24.52,54.017,12.467,Rostock,Tessin,3997,Mecklenburg-Western Pomerania
47.17,53.767,12.567,Rostock,Teterow,8334,Mecklenburg-Western Pomerania
71.22,47.67083,9.58750,Bodenseekreis,Tettnang,19589,Baden-Württemberg
38.25,49.22083,12.08528,Schwandorf,Teublitz,7683,Bavaria
81.84,51.117,12.017,Burgenlandkreis,Teuchern,8014,Saxony-Anhalt
48.00,52.13611,13.61056,Dahme-Spreewald,Teupitz,1885,Brandenburg
34.26,50.39583,11.38056,Kronach,Teuschnitz,1957,Bavaria
137.62,51.750,11.050,Harz,Thale,17148,Saxony-Anhalt
10.92,50.70250,12.85167,Erzgebirgskreis,Thalheim,5968,Saxony
20.02,48.267,10.467,Günzburg,Thannhausen,6351,Bavaria
71.22,50.98333,13.58083,Sächsische Schweiz-Osterzgebirge,Tharandt,5416,Saxony
20.19,50.50417,10.61583,Hildburghausen,Themar,2771,Thuringia
18.89,50.67111,12.95139,Erzgebirgskreis,Thum,5056,Saxony
66.54,49.883,12.333,Tirschenreuth,Tirschenreuth,8623,Bavaria
89.66,47.91222,8.21472,Breisgau-Hochschwarzwald,Titisee-Neustadt,12216,Baden-Württemberg
72.04,48.06306,12.76694,Traunstein,Tittmoning,5825,Bavaria
69.60,47.833,7.950,Lörrach,Todtnau,4823,Baden-Württemberg
102.53,51.56028,13.00556,Nordsachsen,Torgau,19768,Saxony
72.22,53.617,14.000,Vorpommern-Greifswald,Torgelow,8972,Mecklenburg-Western Pomerania
20.62,53.700,9.717,Pinneberg,Tornesch,14131,Schleswig-Holstein
31.35,49.95111,7.11667,Bernkastel-Wittlich,Traben-Trarbach,5554,Rhineland-Palatinate
45.05,47.967,12.583,Traunstein,Traunreut,20951,Bavaria
48.53,47.867,12.633,Traunstein,Traunstein,20530,Bavaria
125.66,52.21667,13.19972,Teltow-Fläming,Trebbin,9728,Brandenburg
35.03,51.28306,12.75000,Leipzig,Trebsen,3795,Saxony
72.46,51.13667,10.23750,Wartburgkreis,Treffurt,5936,Thuringia
69.35,51.583,9.417,Kassel,Trendelburg,4866,Hesse
103.00,48.95528,10.90944,Weißenburg-Gunzenhausen,Treuchtlingen,13099,Bavaria
211.33,52.09722,12.87111,Potsdam-Mittelmark,Treuenbrietzen,7423,Brandenburg
43.74,50.54250,12.30222,Vogtlandkreis,Treuen,7790,Saxony
33.32,48.13083,8.23167,Schwarzwald-Baar-Kreis,Triberg im Schwarzwald,4656,Baden-Württemberg
54.75,54.083,12.750,Vorpommern-Rügen,Tribsees,2598,Mecklenburg-Western Pomerania
117.06,49.75667,6.64139,Urban district,Trier,110674,Rhineland-Palatinate
32.96,50.733,11.850,Saale-Orla-Kreis,Triptis,3597,Thuringia
79.14,48.30806,9.24444,Reutlingen,Trochtelfingen,6330,Baden-Württemberg
62.17,50.81611,7.15556,Rhein-Sieg-Kreis,Troisdorf,74994,North Rhine-Westphalia
24.20,48.07556,8.63611,Tuttlingen,Trossingen,17023,Baden-Württemberg
51.36,48.017,12.550,Traunstein,Trostberg,11273,Bavaria
90.48,47.98500,8.82333,Tuttlingen,Tuttlingen,36507,Baden-Württemberg
114.22,52.800,8.650,Diepholz,Twistringen,12423,Lower Saxony
13.66,48.250,12.567,Altötting,Töging am Inn,9249,Bavaria
44.33,51.32083,6.49306,Viersen,Tönisvorst,29249,North Rhine-Westphalia
44.41,54.31722,8.94278,Nordfriesland,TönningTønning / Taning,4952,Schleswig-Holstein
108.12,48.52000,9.05556,Tübingen,Tübingen,91077,Baden-Württemberg
134.91,51.550,13.350,Elbe-Elster,Uebigau-Wahrenbrück,5233,Brandenburg
84.64,53.73889,14.04444,Vorpommern-Greifswald,Ueckermünde,8472,Mecklenburg-Western Pomerania
135.84,52.96472,10.56583,Uelzen,Uelzen,33685,Lower Saxony
11.43,53.68722,9.66917,Pinneberg,Uetersen,18595,Schleswig-Holstein
59.47,49.517,10.250,Neustadt a.d.Aisch-Bad Windsheim,Uffenheim,6564,Bavaria
24.79,48.70583,9.59194,Göppingen,Uhingen,14479,Baden-Württemberg
28.62,50.2086889,6.9795889,Cochem-Zell,Ulmen,3377,Rhineland-Palatinate
118.69,48.400,9.983,Stadtkreis,Ulm,126405,Baden-Württemberg
65.61,50.583,9.200,Vogelsbergkreis,Ulrichstein,2908,Hesse
15.70,50.25833,10.82778,Hildburghausen,Ummerstadt,468,Thuringia
8.16,50.60083,7.21500,Neuwied,Unkel,4971,Rhineland-Palatinate
88.52,51.53472,7.68889,Unna,Unna,58816,North Rhine-Westphalia
14.93,48.28333,11.56667,Munich,Unterschleißheim,28824,Bavaria
38.54,53.867,13.917,Vorpommern-Greifswald,Usedom,1747,Mecklenburg-Western Pomerania
55.83,50.33444,8.53750,Hochtaunuskreis,Usingen,14722,Hesse
113.4,51.65972,9.63583,Northeim,Uslar,14068,Lower Saxony
44.41,50.82889,10.02139,Wartburgkreis,Vacha,5055,Thuringia
73.41,48.93278,8.95639,Ludwigsburg,Vaihingen an der Enz,29307,Baden-Württemberg
13.22,50.3971361,7.6220222,Mayen-Koblenz,Vallendar,8764,Rhineland-Palatinate
113.53,53.39694,8.13611,Friesland,Varel,23984,Lower Saxony
87.8,52.73056,8.28861,Vechta,Vechta,32894,Lower Saxony
74.9,51.333,7.050,Mettmann,Velbert,81564,North Rhine-Westphalia
175.65,49.23278,11.67194,Neumarkt in der Oberpfalz,Velburg,5350,Bavaria
21.32,49.617,11.517,Nürnberger Land,Velden,1813,Bavaria
70.52,51.89389,6.98972,Borken,Velen,13112,North Rhine-Westphalia
31.89,49.08778,9.88167,Schwäbisch Hall,Vellberg,4557,Baden-Württemberg
13.97,51.350,9.467,Kassel,Vellmar,18224,Hesse
23.39,52.683,13.183,Oberhavel,Velten,12296,Brandenburg
71.59,52.92333,9.23500,Verden,Verden an der Aller,27636,Lower Saxony
31.24,48.17833,9.21194,Sigmaringen,Veringenstadt,2123,Baden-Württemberg
71.36,51.88306,8.51667,Gütersloh,Verl,25382,North Rhine-Westphalia
84.81,52.04361,8.15000,Gütersloh,Versmold,21697,North Rhine-Westphalia
110.22,51.78306,14.06667,Oberspreewald-Lausitz,Vetschau,7862,Brandenburg
62.48,49.07917,12.88472,Regen,Viechtach,8446,Bavaria
48.41,49.54167,8.57861,Bergstraße,Viernheim,34281,Hesse
91.07,51.25611,6.39722,Viersen,Viersen,77376,North Rhine-Westphalia
165.47,48.06028,8.45861,Schwarzwald-Baar-Kreis,Villingen-Schwenningen,85686,Baden-Württemberg
68.85,48.450,12.350,Landshut,Vilsbiburg,12231,Bavaria
64.71,49.600,11.800,Amberg-Sulzbach,Vilseck,6387,Bavaria
86.36,48.63306,13.18306,Passau,Vilshofen an der Donau,16950,Bavaria
158.85,52.967,9.583,Rotenburg (Wümme),Visselhövede,9579,Lower Saxony
76.92,52.16667,8.84972,Herford,Vlotho,18384,North Rhine-Westphalia
53.49,51.60000,6.68333,Wesel,Voerde,36047,North Rhine-Westphalia
37.40,48.08917,7.63167,Breisgau-Hochschwarzwald,Vogtsburg,6121,Baden-Württemberg
45.19,48.767,11.617,Pfaffenhofen an der Ilm,Vohburg a.d.Donau,8541,Bavaria
74.07,49.617,12.333,Neustadt a.d.Waldnaab,Vohenstrauß,7518,Bavaria
60.19,49.867,10.217,Kitzingen,Volkach,8796,Bavaria
67.47,51.383,9.117,Waldeck-Frankenberg,Volkmarsen,6704,Hesse
135.53,52.03306,6.83306,Borken,Vreden,22676,North Rhine-Westphalia
70.47,48.04556,8.30417,Schwarzwald-Baar-Kreis,Vöhrenbach,3783,Baden-Württemberg
23.63,48.283,10.083,Neu-Ulm,Vöhringen,13780,Bavaria
67.06,49.250,6.833,Saarbrücken,Völklingen,39412,Saarland
24.97,49.44111,8.18000,Bad Dürkheim,Wachenheim,4585,Rhineland-Palatinate
111.17,49.517,6.867,Merzig-Wadern,Wadern,15667,Saarland
42.84,49.250,8.517,Karlsruhe,Waghäusel,21079,Baden-Württemberg
15.74,53.950,10.217,Segeberg,Wahlstedt,9839,Schleswig-Holstein
42.76,48.83028,9.31694,Rems-Murr-Kreis,Waiblingen,55526,Baden-Württemberg
25.57,49.29750,8.92000,Rhein-Neckar-Kreis,Waibstadt,5644,Baden-Württemberg
55.65,49.850,11.333,Bayreuth,Waischenfeld,3055,Bavaria
63.02,50.87889,7.61500,Oberbergischer Kreis,Waldbröl,19599,North Rhine-Westphalia
115.73,51.200,9.067,Waldeck-Frankenberg,Waldeck,6743,Hesse
22.70,48.63722,9.13167,Böblingen,Waldenbuch,8748,Baden-Württemberg
31.55,49.183,9.633,Hohenlohekreis,Waldenburg,3025,Baden-Württemberg
25.07,50.87583,12.59972,Zwickau,Waldenburg,4059,Saxony
60.40,49.967,12.067,Tirschenreuth,Waldershof,4256,Bavaria
41.62,51.067,13.017,Mittelsachsen,Waldheim,8845,Saxony
96.48,51.150,9.883,Werra-Meißner-Kreis,Waldkappel,4228,Hesse
80.06,48.7304778,13.601139,Freyung-Grafenau,Waldkirchen,10732,Bavaria
48.47,48.100,7.967,Emmendingen,Waldkirch,21801,Baden-Württemberg
21.53,48.217,12.400,Mühldorf am Inn,Waldkraiburg,23604,Bavaria
13.07,49.39528,7.34111,Kusel,Waldmohr,5111,Rhineland-Palatinate
101.16,49.367,12.700,Cham,Waldmünchen,6615,Bavaria
66.54,50.000,12.300,Tirschenreuth,Waldsassen,6626,Bavaria
77.98,47.62306,8.21444,Waldshut,Waldshut-Tiengen,24067,Baden-Württemberg
19.91,49.30000,8.65000,Rhein-Neckar-Kreis,Walldorf,15545,Baden-Württemberg
105.88,49.58306,9.36806,Neckar-Odenwald-Kreis,Walldürn,11601,Baden-Württemberg
45.60,50.26750,11.47333,Kronach,Wallenfels,2589,Bavaria
334.8,52.867,9.583,Heidekreis,Walsrode,30220,Lower Saxony
71.20,50.89750,10.55583,Gotha,Waltershausen,12712,Thuringia
46.98,51.617,7.383,Recklinghausen,Waltrop,29472,North Rhine-Westphalia
46.9,51.183,10.167,Werra-Meißner-Kreis,Wanfried,4190,Hesse
101.28,47.68583,9.83417,Ravensburg,Wangen im Allgäu,26927,Baden-Württemberg
188.07,52.067,11.433,Börde,Wanzleben-Börde,13716,Saxony-Anhalt
168.71,51.50000,9.16972,Höxter,Warburg,22928,North Rhine-Westphalia
176.75,51.95389,7.99333,Warendorf,Warendorf,37173,North Rhine-Westphalia
158.39,53.517,12.683,Mecklenburgische Seenplatte,Waren,21147,Mecklenburg-Western Pomerania
44.26,53.783,11.683,Nordwestmecklenburg,Warin,3239,Mecklenburg-Western Pomerania
157.91,51.450,8.350,Soest,Warstein,24520,North Rhine-Westphalia
42.41,51.100,6.150,Heinsberg,Wassenberg,18830,North Rhine-Westphalia
18.80,48.0617,12.2333,Rosenheim,Wasserburg am Inn,12662,Bavaria
53.58,49.033,10.600,Ansbach,Wassertrüdingen,6063,Bavaria
89.09,50.66667,10.36667,Schmalkalden-Meiningen,Wasungen,5450,Thuringia
33.82,53.583,9.700,Pinneberg,Wedel,33935,Schleswig-Holstein
81.24,53.16917,7.35639,Leer,Weener,15822,Lower Saxony
84,51.14167,6.27917,Heinsberg,Wegberg,28130,North Rhine-Westphalia
51.76,51.867,11.167,Harz,Wegeleben,2474,Saxony-Anhalt
35.66,47.62972,7.90444,Waldshut,Wehr,13140,Baden-Württemberg
36.48,50.77500,12.05694,Greiz,Weida,8318,Thuringia
68.50,49.667,12.150,Urban district,Weiden in der Oberpfalz,42535,Bavaria
80.92,49.48167,9.89917,Main-Tauber-Kreis,Weikersheim,7439,Baden-Württemberg
19.47,47.59472,7.61083,Lörrach,"Weil am Rhein, Germany",30009,Baden-Württemberg
43.17,48.75083,8.87056,Böblingen,Weil der Stadt,19107,Baden-Württemberg
57.45,50.483,8.250,Limburg-Weilburg,Weilburg,12955,Hesse
26.51,48.61500,9.53861,Esslingen,Weilheim an der Teck,10351,Baden-Württemberg
55.44,47.833,11.150,Weilheim-Schongau,Weilheim in Oberbayern,22727,Bavaria
84.48,50.98333,11.31667,Urban district,Weimar,65098,Thuringia
12.17,47.80917,9.64444,Ravensburg,Weingarten,25158,Baden-Württemberg
58.11,49.550,8.667,Rhein-Neckar-Kreis,Weinheim,45335,Baden-Württemberg
22.22,49.151806,9.285694,Heilbronn,Weinsberg,12446,Baden-Württemberg
31.71,48.81111,9.36556,Rems-Murr-Kreis,Weinstadt,26916,Baden-Württemberg
90.14,50.067,11.217,Lichtenfels,Weismain,4727,Bavaria
34.4,49.900,8.600,Darmstadt-Dieburg,Weiterstadt,26064,Hesse
50.92,51.19694,14.65944,Bautzen,Weißenberg,3067,Saxony
97.55,49.03056,10.97194,Weißenburg-Gunzenhausen,Weißenburg in Bayern,18578,Bavaria
113.51,51.200,11.967,Burgenlandkreis,Weißenfels,39958,Saxony-Anhalt
53.69,48.300,10.167,Neu-Ulm,Weißenhorn,13699,Bavaria
55.33,51.18333,11.06667,Sömmerda,Weißensee,3634,Thuringia
42.23,50.10083,11.88472,Wunsiedel im Fichtelgebirge,Weißenstadt,3095,Bavaria
3.99,50.41444,7.46056,Mayen-Koblenz,Weißenthurm,9191,Rhineland-Palatinate
63.60,51.500,14.633,Görlitz,Weißwasser,15640,Saxony
37.99,48.87472,9.63444,Rems-Murr-Kreis,Welzheim,11160,Baden-Württemberg
23.91,51.56667,14.18306,Spree-Neiße,Welzow,3317,Brandenburg
31.69,48.867,10.717,Donau-Ries,Wemding,5817,Bavaria
12.15,48.67472,9.38167,Esslingen,Wendlingen,16173,Baden-Württemberg
53.39,52.867,11.967,Stendal,Werben,1017,Saxony-Anhalt
65.60,50.733,12.383,Zwickau,Werdau,20471,Saxony
115.99,52.37806,12.93500,Potsdam-Mittelmark,Werder (Havel),26662,Brandenburg
33.35,51.267,7.767,Märkischer Kreis,Werdohl,17660,North Rhine-Westphalia
63.75,52.850,7.683,Emsland,Werlte,10308,Lower Saxony
76.24,51.55000,7.92000,Soest,Werl,30702,North Rhine-Westphalia
74.66,51.150,7.217,Rheinisch-Bergischer Kreis,Wermelskirchen,34597,North Rhine-Westphalia
10.90,48.68861,9.42222,Esslingen,Wernau,12275,Baden-Württemberg
116.34,52.63306,13.73306,Barnim,Werneuchen,9226,Brandenburg
76.08,51.667,7.617,Unna,Werne,29588,North Rhine-Westphalia
170.03,51.83500,10.78528,Harz,Wernigerode,32181,Saxony-Anhalt
77.67,50.933,10.067,Wartburgkreis,Werra-Suhl-Tal,6347,Thuringia
138.63,49.75889,9.51750,Main-Tauber-Kreis,Wertheim,22879,Baden-Württemberg
35.31,52.07500,8.41250,Gütersloh,Werther (Westf.),11091,North Rhine-Westphalia
51.80,48.533,10.667,Dillingen,Wertingen,9356,Bavaria
122.617,51.65861,6.61778,Wesel,Wesel,60329,North Rhine-Westphalia
89.43,53.267,12.967,Mecklenburgische Seenplatte,Wesenberg,3057,Mecklenburg-Western Pomerania
5.14,54.217,8.917,Dithmarschen,Wesselburen,3470,Schleswig-Holstein
23.4,50.817,6.967,Rhein-Erft-Kreis,Wesseling,36731,North Rhine-Westphalia
18.48,50.56389,7.97250,Westerwaldkreis,Westerburg,5739,Rhineland-Palatinate
179,53.250,7.917,Ammerland,Westerstede,23232,Lower Saxony
104.56,50.88333,8.71667,Marburg-Biedenkopf,Wetter (Hessen),8841,Hesse
31.47,51.38806,7.39500,Ennepe-Ruhr-Kreis,Wetter,27269,North Rhine-Westphalia
126.94,51.633,11.900,Saalekreis,Wettin-Löbejün,9821,Saxony-Anhalt
75.67,50.567,8.500,Lahn-Dill-Kreis,Wetzlar,53188,Hesse
25.23,49.317,9.417,Heilbronn,Widdern,1854,Baden-Württemberg
53.27,50.950,7.533,Oberbergischer Kreis,Wiehl,25199,North Rhine-Westphalia
203.9,50.08250,8.24000,Urban district,Wiesbaden,278609,Hesse
23.40,48.56167,9.62528,Göppingen,Wiesensteig,2034,Baden-Württemberg
30.262,49.29417,8.69833,Rhein-Neckar-Kreis,Wiesloch,26605,Baden-Württemberg
82.99,53.400,7.733,Aurich,Wiesmoor,13339,Lower Saxony
9.09,52.317,13.633,Dahme-Spreewald,Wildau,10633,Brandenburg
56.68,48.62389,8.74722,Calw,Wildberg,10183,Baden-Württemberg
20.57,50.65750,12.58278,Zwickau,Wildenfels,3565,Saxony
89.47,52.900,8.433,Oldenburg,Wildeshausen,20454,Lower Saxony
106.91,53.51667,8.13333,Urban district,Wilhelmshaven,75189,Lower Saxony
12.70,50.667,12.517,Zwickau,Wilkau-Haßlau,9531,Saxony
128.13,51.63306,9.03306,Höxter,Willebadessen,8154,North Rhine-Westphalia
67.77,51.26306,6.54917,Viersen,Willich,50283,North Rhine-Westphalia
81.69,51.05222,13.53833,Sächsische Schweiz-Osterzgebirge,Wilsdruff,14444,Saxony
2.71,53.92250,9.37444,Steinburg,Wilster,4301,Schleswig-Holstein
17.06,51.100,14.400,Bautzen,Wilthen,4786,Saxony
36.38,49.800,12.167,Neustadt a.d.Waldnaab,Windischeschenbach,4923,Bavaria
68.17,49.250,10.817,Ansbach,Windsbach,6151,Bavaria
28.05,48.87639,9.39778,Rems-Murr-Kreis,Winnenden,28334,Baden-Württemberg
109.55,53.367,10.217,Harburg,Winsen,35332,Lower Saxony
147.86,51.200,8.517,Hochsauerlandkreis,Winterberg,12442,North Rhine-Westphalia
118.16,51.11667,7.40000,Oberbergischer Kreis,Wipperfürth,20875,North Rhine-Westphalia
10.13,50.47417,7.79528,Westerwaldkreis,Wirges,5474,Rhineland-Palatinate
41.36,53.900,11.467,Nordwestmecklenburg,Wismar,42824,Mecklenburg-Western Pomerania
34.88,50.78250,7.73500,Altenkirchen (Westerwald),Wissen,8253,Rhineland-Palatinate
50.44,53.000,11.750,Prignitz,Wittenberge,16862,Brandenburg
240.32,51.8671,12.6484,Wittenberg,Wittenberg,45425,Saxony-Anhalt
80.00,53.500,11.067,Ludwigslust-Parchim,Wittenburg,6303,Mecklenburg-Western Pomerania
72.40,51.43333,7.33333,Ennepe-Ruhr-Kreis,Witten,95876,North Rhine-Westphalia
62.24,51.383,14.250,Bautzen,Wittichenau,5723,Saxony
225.08,52.717,10.733,Gifhorn,Wittingen,11357,Lower Saxony
49.64,49.98694,6.88972,Bernkastel-Wittlich,Wittlich,19222,Rhineland-Palatinate
210,53.57500,7.78083,Wittmund,Wittmund,20405,Lower Saxony
417.20,53.16361,12.48556,Ostprignitz-Ruppin,Wittstock,14007,Brandenburg
126.69,51.34222,9.85778,Werra-Meißner-Kreis,"Witzenhausen, Germany",15003,Hesse
164.14,53.45944,13.58278,Mecklenburgische Seenplatte,Woldegk,4308,Mecklenburg-Western Pomerania
67.99,48.300,8.217,Ortenaukreis,Wolfach,5760,Baden-Württemberg
78.46,52.16222,10.53694,Wolfenbüttel,Wolfenbüttel,52121,Lower Saxony
111.95,51.317,9.167,Kassel,Wolfhagen,13074,Hesse
25.47,49.233,10.733,Ansbach,Wolframs-Eschenbach,3119,Bavaria
9.13,47.91333,11.42778,Bad Tölz-Wolfratshausen,Wolfratshausen,19091,Bavaria
204.02,52.42306,10.78722,Urban district,Wolfsburg,123840,Lower Saxony
13.75,49.58417,7.60611,Kusel,Wolfstein,1888,Rhineland-Palatinate
61.53,54.050,13.767,Vorpommern-Greifswald,Wolgast,11840,Mecklenburg-Western Pomerania
30.51,50.65444,13.07472,Erzgebirgskreis,Wolkenstein,3886,Saxony
54.28,52.25194,11.62972,Börde,Wolmirstedt,11376,Saxony-Anhalt
108.73,49.63194,8.36528,Urban district,Worms,83459,Rhineland-Palatinate
94.54,52.71667,14.13306,Märkisch-Oderland,Wriezen,7125,Brandenburg
54.91,50.017,12.017,Wunsiedel im Fichtelgebirge,Wunsiedel,9155,Bavaria
126.60,52.42750,9.42944,Hanover,Wunstorf,41480,Lower Saxony
168.41,51.26667,7.18333,Urban district,Wuppertal,355004,North Rhine-Westphalia
72.31,50.46389,11.53667,Saale-Orla-Kreis,Wurzbach,3036,Thuringia
68.54,51.367,12.717,Leipzig,Wurzen,16211,Saxony
29.90,52.92194,11.12167,Lüchow-Dannenberg,Wustrow,2790,Lower Saxony
8,54.700,8.567,Nordfriesland,Wyk auf Föhra Wik / Vyk,4280,Schleswig-Holstein
50.79,50.26667,9.30000,Main-Kinzig-Kreis,Wächtersbach,12719,Hesse
16.75,49.84306,8.11556,Alzey-Worms,Wörrstadt,8012,Rhineland-Palatinate
15.89,49.79639,9.15750,Miltenberg,Wörth am Main,4772,Bavaria
131.64,49.05167,8.26028,Germersheim,Wörth am Rhein,18217,Rhineland-Palatinate
52.34,49.00083,12.40111,Regensburg,Wörth an der Donau,4896,Bavaria
32.23,51.28333,7.03333,Mettmann,Wülfrath,21003,North Rhine-Westphalia
34.385,50.817,6.133,Aachen,Würselen,38496,North Rhine-Westphalia
87.63,49.783,9.933,Urban district,Würzburg,126954,Bavaria
72.39,51.66222,6.45389,Wesel,Xanten,21521,North Rhine-Westphalia
148.49,51.79917,12.40694,Wittenberg,Zahna-Elster,9184,Saxony-Anhalt
91.89,53.533,10.917,Ludwigslust-Parchim,Zarrentin am Schaalsee,5369,Mecklenburg-Western Pomerania
221.52,52.983,13.333,Oberhavel,Zehdenick,13307,Brandenburg
35.74,50.017,10.600,Haßberge,Zeil am Main,5617,Bavaria
87.15,51.04778,12.13833,Burgenlandkreis,Zeitz,27187,Saxony-Anhalt
36.43,48.34667,8.06389,Ortenaukreis,Zell am Harmersbach,8066,Baden-Württemberg
36.13,47.70694,7.85139,Lörrach,Zell im Wiesental,6296,Baden-Württemberg
52.99,50.65972,10.66694,Schmalkalden-Meiningen,Zella-Mehlis,12630,Thuringia
44.98,50.02639,7.18361,Cochem-Zell,Zell,4064,Rhineland-Palatinate
467.65,51.96806,12.08444,Anhalt-Bitterfeld,Zerbst,21294,Saxony-Anhalt
134.72,50.64861,11.98056,Greiz,Zeulenroda-Triebes,16194,Thuringia
73.9,53.30000,9.28333,Rotenburg,Zeven,13876,Lower Saxony
8.24,50.61667,11.65000,Saale-Orla-Kreis,Ziegenrück,640,Thuringia
86.53,51.317,9.167,Kassel,Zierenberg,6547,Hesse
67.46,52.26667,12.28306,Potsdam-Mittelmark,Ziesar,2503,Brandenburg
28.78,49.450,10.950,Fürth,Zirndorf,25748,Bavaria
66.74,50.89611,14.80722,Görlitz,Zittau,24738,Saxony
179.57,52.21667,13.44972,Teltow-Fläming,Zossen,20182,Brandenburg
22.88,50.750,13.067,Erzgebirgskreis,Zschopau,9024,Saxony
70.99,49.250,7.367,Urban district,Zweibrücken,34001,Rhineland-Palatinate
46.21,51.21750,12.32417,Leipzig,Zwenkau,9273,Saxony
