area,lat,lon,district,name,population,state
44.72,49.600,9.750,Main-Tauber-Kreis,Grünsfeld,3629,Baden-Württemberg
18.09,49.56917,8.16806,Bad Dürkheim,Grünstadt,13652,Rhineland-Palatinate
43.75,51.95333,14.71667,Spree-Neiße,Guben,16656,Brandenburg
46.5,51.183,9.367,Schwalm-Eder-Kreis,Gudensberg,9761,Hesse
95.3,51.033,7.567,Oberbergischer Kreis,Gummersbach,50978,North Rhine-Westphalia
53.97,48.550,10.367,Dillingen,Gundelfingen an der Donau,7882,Bavaria
38.45,49.283,9.167,Heilbronn,Gundelsheim,7475,Baden-Württemberg
82.73,49.11472,10.75417,Weißenburg-Gunzenhausen,Gunzenhausen,16665,Bavaria
59.22,48.70250,9.65278,Göppingen (district),Göppingen,57974,Baden-Württemberg
67.22,51.15278,14.98722,Görlitz,Görlitz,55784,Saxony
116.89,51.53389,9.93556,Göttingen,Göttingen,116845,Lower Saxony
14.04,50.89028,12.43278,Altenburger Land,Gößnitz,3389,Thuringia
16.26,49.067,9.000,Heilbronn,Güglingen,6434,Baden-Württemberg
55.40,48.45267,10.27133,Günzburg,Günzburg,20958,Bavaria
36.16,51.79722,11.61000,Salzlandkreis,Güsten,4074,Saxony-Anhalt
70.86,53.79389,12.17639,Rostock,Güstrow,28999,Mecklenburg-Western Pomerania
111.99,51.900,8.383,Gütersloh,Gütersloh,100664,North Rhine-Westphalia
57.29,53.950,13.417,Vorpommern-Greifswald,Gützkow,2967,Mecklenburg-Western Pomerania
24.22,51.167,7.000,Mettmann,Haan,30263,North Rhine-Westphalia
21.43,50.66139,7.82028,Westerwaldkreis,Hachenburg,6175,Rhineland-Palatinate
40.99,50.450,8.050,Limburg-Weilburg,Hadamar,12626,Hesse
15.85,49.02056,8.24833,Germersheim,Hagenbach,5456,Rhineland-Palatinate
67.44,53.417,11.183,Ludwigslust-Parchim,Hagenow,12245,Mecklenburg-Western Pomerania
160.4,51.367,7.483,Urban district,Hagen,188687,North Rhine-Westphalia
76.46,48.36472,8.80500,Zollernalbkreis,Haigerloch,10775,Baden-Württemberg
106.67,50.74222,8.20389,Lahn-Dill-Kreis,Haiger,19258,Hesse
51.57,50.96972,13.12528,Mittelsachsen,Hainichen,8531,Saxony
28.92,48.52444,8.65028,Calw,Haiterbach,5969,Baden-Württemberg
142.97,51.89583,11.04667,Harz,Halberstadt,39221,Saxony-Anhalt
156.15,52.283,11.417,Börde,Haldensleben,19133,Saxony-Anhalt
135.01,51.48278,11.96972,Urban district,Halle (Saale),237865,Saxony-Anhalt
65.36,51.11167,8.62306,Hochsauerlandkreis,Hallenberg,4490,North Rhine-Westphalia
69.21,52.067,8.367,Gütersloh,Halle,21448,North Rhine-Westphalia
14.54,49.933,10.883,Bamberg,Hallstadt,8699,Bavaria
158.34,51.750,7.183,Recklinghausen,Haltern am See,37845,North Rhine-Westphalia
77.37,51.183,7.467,Märkischer Kreis,Halver,16108,North Rhine-Westphalia
755.22,53.56528,10.00139,,Hamburg,1845229,Hamburg
102.30,52.100,9.367,Hamelin-Pyrmont,Hamelin,57276,Lower Saxony
128.89,50.117,9.900,Bad Kissingen,Hammelburg,10906,Bavaria
164.44,51.73194,6.59083,Wesel,Hamminkeln,26962,North Rhine-Westphalia
226.26,51.683,7.817,Urban district,Hamm,178967,North Rhine-Westphalia
76.49,50.13278,8.91694,Main-Kinzig-Kreis,Hanau,97137,Hesse
121.12,51.417,9.650,Göttingen,Hann. Münden,23504,Lower Saxony
204.01,52.367,9.717,Hannover,Hanover,534049,Lower Saxony
76.49,53.47694,9.70111,Stade,Hanseatic City of Buxtehude,40026,Lower Saxony
123.98,51.283,8.867,Waldeck-Frankenberg,Hanseatic City of Korbach,23438,Hesse
110.03,53.60083,9.47639,Stade,Hanseatic City of Stade,47611,Lower Saxony
73.17,48.767,10.667,Donau-Ries,Harburg,5575,Bavaria
83.87,51.65222,9.82944,Northeim,Hardegsen,7584,Lower Saxony
208.76,52.767,7.217,Emsland,"Haren, Germany",24047,Lower Saxony
100.12,51.96667,8.23306,Gütersloh,Harsewinkel,25338,North Rhine-Westphalia
36.72,50.66833,12.67139,Zwickau,Hartenstein,4503,Saxony
54.29,51.097800,12.977300,Mittelsachsen,Hartha,6891,Saxony
164.57,51.64222,11.14417,Harz,Harzgerode,7621,Saxony-Anhalt
159.2,52.667,7.467,Emsland,Haselünne,13141,Lower Saxony
18.71,48.27778,8.08694,Ortenaukreis,Haslach im Kinzigtal,7152,Baden-Württemberg
15.82,50.067,8.467,Main-Taunus-Kreis,Hattersheim am Main,27747,Hesse
71.40,51.39917,7.18583,Ennepe-Ruhr-Kreis,Hattingen,54278,North Rhine-Westphalia
58.51,51.000,8.550,Waldeck-Frankenberg,Hatzfeld,2939,Hesse
36.07,48.28528,8.17972,Ortenaukreis,Hausach,5759,Baden-Württemberg
82.82,48.650,13.633,Passau,Hauzenberg,11747,Bavaria
149.13,52.82500,12.07444,Stendal,Havelberg,6436,Saxony-Anhalt
66.60,52.500,12.467,Potsdam-Mittelmark,Havelsee,3277,Brandenburg
63.31,48.27528,9.47806,Reutlingen,Hayingen,2196,Baden-Württemberg
52.77,50.017,10.500,Haßberge,Haßfurt,13593,Bavaria
66.44,48.35167,8.96333,Zollernalbkreis,Hechingen,19126,Baden-Württemberg
95.34,51.850,11.517,Salzlandkreis,Hecklingen,6877,Saxony-Anhalt
58.64,49.117,11.117,Roth,Heideck,4653,Bavaria
108.83,49.417,8.717,Urban district,Heidelberg,158741,Baden-Württemberg
11.00,50.983,13.867,Sächsische Schweiz-Osterzgebirge,Heidenau,16641,Saxony
107.10,48.67611,10.15444,Heidenheim,Heidenheim an der Brenz,49342,Baden-Württemberg
31.8938,54.19611,9.09333,Dithmarschen,Heide,21485,Schleswig-Holstein
70.88,51.37889,10.13861,Eichsfeld,Heilbad Heiligenstadt,16911,Thuringia
99.88,49.150,9.217,Stadtkreis,Heilbronn,126458,Baden-Württemberg
18.12,54.37389,10.97972,Ostholstein,Heiligenhafen,9186,Schleswig-Holstein
27.47,51.31667,6.96667,Mettmann,Heiligenhaus,26301,North Rhine-Westphalia
62.23,49.317,10.800,Ansbach,Heilsbronn,9739,Bavaria
64.8,50.63306,6.48306,Düren,Heimbach,4312,North Rhine-Westphalia
14.32,48.80556,8.86194,Enzkreis,Heimsheim,5320,Baden-Württemberg
92.14,51.06306,6.09639,Heinsberg,Heinsberg,42476,North Rhine-Westphalia
11.71,47.87528,7.65472,Breisgau-Hochschwarzwald,Heitersheim,6437,Baden-Württemberg
112.75,50.283,10.733,Hildburghausen,Heldburg,3374,Thuringia
58.66,50.217,11.683,Hof,Helmbrechts,8454,Bavaria
66.54,52.22806,11.01056,Helmstedt,Helmstedt,25544,Lower Saxony
122.46,49.05194,11.78278,Regensburg,Hemau,9317,Bavaria
67.56,51.38333,7.76667,Märkischer Kreis,Hemer,33863,North Rhine-Westphalia
31.65,52.32361,9.72556,Hanover,Hemmingen,18941,Lower Saxony
45.08,53.70250,9.13944,Cuxhaven,Hemmoor,8743,Lower Saxony
12.86,49.59028,8.65639,Rhein-Neckar-Kreis,Hemsbach,11706,Baden-Württemberg
105.79,50.783,7.283,Rhein-Sieg-Kreis,Hennef,47544,North Rhine-Westphalia
31.29,52.63778,13.20361,Oberhavel,Hennigsdorf,26559,Brandenburg
52.14,49.64306,8.63889,Bergstraße,Heppenheim,26218,Hesse
35.48,48.22194,7.77750,Emmendingen,Herbolzheim,11146,Baden-Württemberg
63.82,50.68250,8.30611,Lahn-Dill-Kreis,"Herborn, Hesse",20473,Hesse
58.63,48.62528,10.17389,Heidenheim,Herbrechtingen,13051,Baden-Württemberg
79.98,50.550,9.350,Vogelsbergkreis,Herbstein,4709,Hesse
22.4,51.400,7.433,Ennepe-Ruhr-Kreis,Herdecke,22653,North Rhine-Westphalia
18.00,50.77750,7.95472,Altenkirchen,Herdorf,6559,Rhineland-Palatinate
78.95,52.13333,8.68333,Herford,Herford,66495,North Rhine-Westphalia
61.18,50.88722,10.00556,Hersfeld-Rotenburg,Heringen,7146,Hesse
66.73,51.44722,10.88083,Nordhausen,Heringen,4727,Thuringia
30.85,49.65722,6.94889,Trier-Saarburg,Hermeskeil,6688,Rhineland-Palatinate
7.51,50.89806,11.85667,Saale-Holzland-Kreis,Hermsdorf,8038,Thuringia
51.41,51.55000,7.21667,Urban district,Herne city,156940,North Rhine-Westphalia
65.71,48.59667,8.87083,Böblingen,Herrenberg,31818,Baden-Württemberg
81.71,49.217,10.517,Ansbach,Herrieden,8101,Bavaria
73.94,51.01667,14.74167,Görlitz,Herrnhut,5787,Saxony
22.91,49.50806,11.43278,Nürnberger Land,Hersbruck,12459,Bavaria
37.31,51.600,7.133,Recklinghausen,Herten,61860,North Rhine-Westphalia
71.88,51.65750,10.34111,Göttingen,Herzberg am Harz,12799,Lower Saxony
148.48,51.68306,13.23306,Elbe-Elster,Herzberg,8776,Brandenburg
47.60,49.567,10.883,Erlangen-Höchstadt,Herzogenaurach,23616,Bavaria
33.401,50.867,6.100,Aachen,Herzogenrath,46225,North Rhine-Westphalia
105.87,51.200,9.717,Werra-Meißner-Kreis,Hessisch Lichtenau,12443,Hesse
120.39,52.167,9.250,Hameln-Pyrmont,Hessisch Oldendorf,18190,Lower Saxony
46.07,48.21611,9.23139,Sigmaringen,Hettingen,1777,Baden-Württemberg
36.92,51.633,11.500,Mansfeld-Südharz,Hettstedt,13758,Saxony-Anhalt
25.81,48.78806,9.93333,Ostalbkreis,Heubach,9894,Baden-Württemberg
19.03,50.050,8.800,Offenbach,Heusenstamm,18960,Hesse
80.88,50.99833,8.10944,Siegen-Wittgenstein,Hilchenbach,14646,North Rhine-Westphalia
72.94,50.41667,10.75000,Hildburghausen,Hildburghausen,11674,Thuringia
25.96,51.17139,6.93944,Mettmann,Hilden,55274,North Rhine-Westphalia
92.18,52.150,9.950,Hildesheim,Hildesheim,101055,Lower Saxony
20.62,50.29306,6.67500,Vulkaneifel,Hillesheim,3210,Rhineland-Palatinate
91.42,49.183,11.183,Roth,Hilpoltstein,13841,Bavaria
74.90,49.533,11.950,Amberg-Sulzbach,Hirschau,5604,Bavaria
24.12,50.40583,11.82000,Saale-Orla-Kreis,Hirschberg,2099,Thuringia
30.86,49.45000,8.90000,Bergstraße,Hirschhorn,3410,Hesse
58.44,53.133,11.050,Lüchow-Dannenberg,Hitzacker,4973,Lower Saxony
19.43,50.01667,8.35000,Main-Taunus-Kreis,Hochheim am Main,18143,Hesse
34.84,49.31806,8.54722,Rhein-Neckar-Kreis,Hockenheim,21539,Baden-Württemberg
86.39,51.483,9.400,Kassel,Hofgeismar,15243,Hesse
56.35,50.133,10.183,Haßberge,Hofheim in Unterfranken,5097,Bavaria
57.38,50.08333,8.45000,Main-Taunus-Kreis,"Hofheim, Hesse",39905,Hesse
58.02,50.31667,11.91667,Urban district,Hof,45173,Bavaria
48.06,52.667,13.283,Oberhavel,Hohen Neuendorf,26380,Brandenburg
8.19,50.100,12.217,Wunsiedel im Fichtelgebirge,Hohenberg a.d.Eger,1442,Bavaria
9.52,50.717,12.050,Greiz,Hohenleuben,1388,Thuringia
75.31,51.15639,12.09806,Burgenlandkreis,Hohenmölsen,9510,Saxony-Anhalt
18.33,50.800,12.717,Zwickau,Hohenstein-Ernstthal,14310,Saxony
64.61,50.983,14.117,Sächsische Schweiz-Osterzgebirge,Hohnstein,3262,Saxony
81,49.933,11.300,Bayreuth,Hollfeld,5024,Bavaria
13.39,48.63917,9.01083,Böblingen,Holzgerlingen,13258,Baden-Württemberg
88.25,51.82972,9.44833,Holzminden,Holzminden,19790,Lower Saxony
99.99,51.03306,9.40000,Schwalm-Eder-Kreis,Homberg,13926,Hesse
88,50.717,9.000,Vogelsbergkreis,Homberg,7413,Hesse
82.65,49.317,7.333,Saarpfalz,Homburg,41790,Saarland
119.84,48.44528,8.69111,Freudenstadt,Horb am Neckar,25092,Baden-Württemberg
90.15,51.88333,8.96667,Lippe,Horn-Bad Meinberg,17245,North Rhine-Westphalia
13.32,49.18806,7.36917,Südwestpfalz,Hornbach,1424,Rhineland-Palatinate
54.45,48.21333,8.23083,Ortenaukreis,Hornberg,4292,Baden-Württemberg
45,52.08056,7.30833,Steinfurt,Horstmar,6595,North Rhine-Westphalia
8.5,52.800,9.133,Nienburg/Weser,Hoya,3884,Lower Saxony
95.06,51.433,14.250,Bautzen,Hoyerswerda,31790,Saxony
86.75,50.467,8.900,Gießen,Hungen,12642,Hesse
25.82,54.46667,9.05000,Nordfriesland,Husum,23249,Schleswig-Holstein
70.90,49.700,10.800,Erlangen-Höchstadt,Höchstadt,13579,Bavaria
37.45,48.600,10.550,Dillingen,Höchstädt an der Donau,6879,Bavaria
15.87,50.43500,7.67111,Westerwaldkreis,Höhr-Grenzhausen,9303,Rhineland-Palatinate
107.32,52.29722,7.58611,Steinfurt,Hörstel,20335,North Rhine-Westphalia
157.89,51.767,9.367,Höxter,Höxter,28509,North Rhine-Westphalia
61.27,51.06083,6.21972,Heinsberg,Hückelhoven,40425,North Rhine-Westphalia
50.46,51.14500,7.34167,Oberbergischer Kreis,Hückeswagen,14810,North Rhine-Westphalia
58.53,47.92611,8.49000,Schwarzwald-Baar-Kreis,Hüfingen,7891,Baden-Württemberg
119.77,50.66667,9.76667,Fulda,Hünfeld,16613,Hesse
51.173,50.87750,6.87611,Rhein-Erft-Kreis,Hürth,59525,North Rhine-Westphalia
108.85,52.27778,7.71667,Steinfurt,Ibbenbüren,51526,North Rhine-Westphalia
34.22,48.367,10.317,Günzburg,Ichenhausen,9174,Bavaria
91.56,49.71139,7.31306,Birkenfeld,Idar-Oberstein,28313,Rhineland-Palatinate
79.6,50.22056,8.27417,Rheingau-Taunus-Kreis,Idstein,25241,Hesse
36.45,48.217,10.083,Neu-Ulm,Illertissen,17559,Bavaria
198.69,50.68389,10.91944,Ilm-Kreis,Ilmenau,38637,Thuringia
62.97,51.867,10.683,Harz,Ilsenburg,9558,Saxony-Anhalt
54.90,49.17028,9.92028,Schwäbisch Hall,Ilshofen,6787,Baden-Württemberg
28.53,51.417,9.500,Kassel,Immenhausen,7031,Hesse
81.41,47.567,10.217,Oberallgäu,Immenstadt,14312,Bavaria
46.48,49.300,9.650,Hohenlohekreis,Ingelfingen,5476,Baden-Württemberg
73.33,49.97472,8.05639,Mainz-Bingen,Ingelheim am Rhein,35161,Rhineland-Palatinate
133.37,48.767,11.433,Urban district,Ingolstadt,136952,Bavaria
78.01,49.700,10.267,Kitzingen,Iphofen,4725,Bavaria
125.5,51.383,7.667,Märkischer Kreis,Iserlohn,91815,North Rhine-Westphalia
85.37,47.69194,10.03944,Ravensburg,Isny im Allgäu,14321,Baden-Württemberg
42.73,51.83306,6.46667,Borken,Isselburg,10758,North Rhine-Westphalia
28.03,53.92500,9.51639,Steinburg,Itzehoe,31796,Schleswig-Holstein
30.64,53.917,13.333,Vorpommern-Greifswald,Jarmen,2941,Mecklenburg-Western Pomerania
114.76,50.92722,11.58611,Urban district,Jena,110731,Thuringia
269.91,52.483,12.017,Jerichower Land,Jerichow,6787,Saxony-Anhalt
351.94,51.79167,12.95556,Wittenberg,Jessen,14074,Saxony-Anhalt
42.13,53.57444,7.90083,Friesland,Jever,14562,Lower Saxony
120.18,52.96667,13.75000,Barnim,Joachimsthal,3414,Brandenburg
29.59,50.43333,12.71389,Erzgebirgskreis,Johanngeorgenstadt,3879,Saxony
49.69,50.51444,13.08861,Erzgebirgskreis,Jöhstadt,2569,Saxony
71.84,51.10111,6.50167,Neuss,Jüchen,23516,North Rhine-Westphalia
90.4,50.92222,6.35833,Düren,Jülich,32336,North Rhine-Westphalia
175.68,51.99333,13.07278,Teltow-Fläming,Jüterbog,12423,Brandenburg
37.48,51.217,6.617,Rhein-Kreis Neuss,Kaarst,43615,North Rhine-Westphalia
7.97,50.80083,11.58750,Saale-Holzland-Kreis,Kahla,6756,Thuringia
8.18,50.23222,7.13944,Cochem-Zell,Kaisersesch,3172,Rhineland-Palatinate
139.74,49.44472,7.76889,Urban district,Kaiserslautern,99662,Rhineland-Palatinate
272.51,52.6333,11.4000,Altmarkkreis Salzwedel,"Kalbe, Saxony-Anhalt",7498,Saxony-Anhalt
88.2,51.73889,6.29250,Kleve,Kalkar,13944,North Rhine-Westphalia
23.1,53.83972,9.96028,Segeberg,Kaltenkirchen,22877,Schleswig-Holstein
94.41,50.633,10.167,Schmalkalden-Meiningen,Kaltennordheim,5773,Thuringia
98.30,51.267,14.100,Bautzen,Kamenz,16998,Saxony
40.93,51.59167,7.66528,Unna,Kamen,42875,North Rhine-Westphalia
63.16,51.50000,6.53333,Wesel,Kamp-Lintfort,37635,North Rhine-Westphalia
26.64,49.083,8.200,Germersheim,Kandel,8990,Rhineland-Palatinate
62.27,47.717,7.667,Lörrach,Kandern,8287,Baden-Württemberg
43.32,54.66139,9.93111,Schleswig-Flensburg,KappelnKappel,8609,Schleswig-Holstein
43.94,50.23222,8.76806,Wetteraukreis,Karben,22562,Hesse
173.46,49.00920970,8.40395140,Urban district,Karlsruhe,308436,Baden-Württemberg
98.11,49.96028,9.77222,Main-Spessart,Karlstadt am Main,14930,Bavaria
107,51.3158,9.4979,Urban district,Kassel,201048,Hesse
8.47,50.06944,7.44306,Rhein-Hunsrück-Kreis,Kastellaun,5519,Rhineland-Palatinate
9.20,50.26667,7.98333,Rhein-Lahn-Kreis,Katzenelnbogen,2169,Rhineland-Palatinate
12.98,50.08806,7.76278,Rhein-Lahn-Kreis,Kaub,850,Rhineland-Palatinate
40.02,47.88000,10.62250,Urban district,Kaufbeuren,44662,Bavaria
75.07,48.567,7.817,Ortenaukreis,Kehl,36947,Baden-Württemberg
40.54,51.433,11.033,Mansfeld-Südharz,Kelbra,3305,Saxony-Anhalt
76.76,48.917,11.867,Kelheim,Kelheim,16744,Bavaria
30.65,50.13778,8.44972,Main-Taunus-Kreis,Kelkheim,29162,Hesse
18.81,53.950,9.717,Steinburg,Kellinghusen,8144,Schleswig-Holstein
15.38,50.06167,8.53111,Groß-Gerau,Kelsterbach,16983,Hesse
235.11,51.783,12.633,Wittenberg,Kemberg,9544,Saxony-Anhalt
54.13,49.867,11.883,Tirschenreuth,Kemnath,5500,Bavaria
68.79,51.36583,6.41944,Viersen,Kempen,34537,North Rhine-Westphalia
63.29,47.733,10.317,Urban district,Kempten,68940,Bavaria
36.93,48.19167,7.76833,Emmendingen,Kenzingen,10394,Baden-Württemberg
113.94,50.87194,6.69611,Rhein-Erft-Kreis,Kerpen,65802,North Rhine-Westphalia
92.79,52.46972,12.84500,Havelland,Ketzin,6595,Brandenburg
100.6,51.58333,6.25000,Kleve,Kevelaer,27955,North Rhine-Westphalia
118.6,54.32333,10.13944,Urban district,Kiel,246601,Schleswig-Holstein
71.62,51.133,7.567,Märkischer Kreis,Kierspe,16089,North Rhine-Westphalia
40.93,49.20389,9.98139,Schwäbisch Hall,Kirchberg an der Jagst,4389,Baden-Württemberg
18.05,49.94500,7.40722,Rhein-Hunsrück-Kreis,Kirchberg,3984,Rhineland-Palatinate
39.58,50.62222,12.52556,Zwickau,Kirchberg,8166,Saxony
48.51,50.150,11.950,Wunsiedel im Fichtelgebirge,Kirchenlamitz,3166,Bavaria
39.59,50.80861,7.88333,Altenkirchen,Kirchen,8446,Rhineland-Palatinate
90.92,50.817,8.917,Marburg-Biedenkopf,Kirchhain,16239,Hesse
40.47,48.64833,9.45111,Esslingen,Kirchheim unter Teck,40774,Baden-Württemberg
26.36,49.66639,8.01167,Donnersbergkreis,Kirchheimbolanden,7918,Rhineland-Palatinate
16.53,49.78806,7.45722,Bad Kreuznach,Kirn,8241,Rhineland-Palatinate
79.88,50.767,9.100,Vogelsbergkreis,Kirtorf,3151,Hesse
46.99,49.733,10.167,Kitzingen,Kitzingen,22141,Bavaria
28.99,51.1644750,12.5535000,Leipzig,Kitzscher,5074,Saxony
97.79,51.79000,6.14000,Kleve,Kleve,52359,North Rhine-Westphalia
21.14,49.783,9.183,Miltenberg,Klingenberg am Main,6234,Bavaria
50.44,50.36694,12.46861,Vogtlandkreis,Klingenthal,8035,Saxony
278.29,52.62629,11.1616,Altmarkkreis Salzwedel,Klötze,9825,Saxony-Anhalt
44.12,53.967,11.167,Nordwestmecklenburg,Klütz,3082,Mecklenburg-Western Pomerania
26.33,49.02389,8.75694,Enzkreis,Knittlingen,8068,Baden-Württemberg
105.02,50.35972,7.59778,Urban district,Koblenz,113388,Rhineland-Palatinate
19.87,47.850,12.067,Rosenheim,Kolbermoor,18534,Bavaria
44.54,49.700,6.583,Trier-Saarburg,Konz,18244,Rhineland-Palatinate
20.71,48.83056,9.12139,Ludwigsburg,Korntal-Münchingen,19639,Baden-Württemberg
14.64,48.85980,9.18520,Ludwigsburg,Kornwestheim,33743,Baden-Württemberg
55.26,51.183,6.517,Rhein-Kreis Neuss,Korschenbroich,33484,North Rhine-Westphalia
80.56,49.12417,8.71472,Karlsruhe,Kraichtal,14686,Baden-Württemberg
87.07,53.650,12.267,Rostock,Krakow am See,3412,Mecklenburg-Western Pomerania
23.08,50.85000,11.20000,Weimarer Land,Kranichfeld,3340,Thuringia
52.91,49.383,9.633,Hohenlohekreis,Krautheim,4640,Baden-Württemberg
137.68,51.33333,6.56667,Urban districts of Germany,Krefeld,226844,North Rhine-Westphalia
208.43,52.76667,13.03306,Oberhavel,Kremmen,7700,Brandenburg
3.39,53.817,9.467,Steinburg,Krempe,2346,Schleswig-Holstein
70.97,50.967,7.967,Siegen-Wittgenstein,Kreuztal,30965,North Rhine-Westphalia
66.99,50.24111,11.32806,Kronach,Kronach,16701,Bavaria
18.62,50.183,8.500,Hochtaunuskreis,Kronberg im Taunus,18242,Hesse
38.65,51.9413000,11.3084500,Börde,Kroppenstedt,1402,Saxony-Anhalt
44.75,48.250,10.367,Günzburg,Krumbach,13568,Bavaria
67.26,54.067,11.783,Rostock,Kröpelin,4789,Mecklenburg-Western Pomerania
92.77,50.100,11.433,Kulmbach,Kulmbach,25781,Bavaria
8.28,50.117,11.567,Kulmbach,Kupferberg,1067,Bavaria
18.08,48.82750,8.25444,Rastatt,Kuppenheim,8372,Baden-Württemberg
14.37,49.53472,7.39806,Kusel,Kusel,5566,Rhineland-Palatinate
4.62,50.04194,6.59472,Eifelkreis Bitburg-Prüm,Kyllburg,935,Rhineland-Palatinate
156.09,52.95000,12.40000,Ostprignitz-Ruppin,Kyritz,9281,Brandenburg
89.50,51.167,11.217,Sömmerda,Kölleda,6278,Thuringia
95.83,52.29167,13.62500,Dahme-Spreewald,Königs Wusterhausen,38111,Brandenburg
61.86,50.07778,10.56667,Haßberge,Königsberg in Bayern,3634,Bavaria
18.40,48.26889,10.89083,Augsburg,Königsbrunn,28075,Bavaria
77.83,51.250,13.883,Bautzen,Königsbrück,4565,Saxony
103.09,50.66139,11.09722,Saalfeld-Rudolstadt,Königsee,7307,Thuringia
130.58,52.250,10.817,Helmstedt,Königslutter,15790,Lower Saxony
25.1,50.183,8.467,Hochtaunuskreis,Königstein im Taunus,16608,Hesse
26.93,50.91889,14.07139,Sächsische Schweiz-Osterzgebirge,Königstein,2104,Saxony
76.19,50.67361,7.19472,Rhein-Sieg-Kreis,Königswinter,41122,North Rhine-Westphalia
125.11,51.66972,11.77083,Salzlandkreis,Könnern,8241,Saxony-Anhalt
78.42,51.75000,11.91667,Anhalt-Bitterfeld,Köthen,25244,Saxony-Anhalt
16.16,54.133,11.750,Rostock,Kühlungsborn,7930,Mecklenburg-Western Pomerania
81.46,49.66944,9.52056,Main-Tauber-Kreis,Külsheim,5219,Baden-Württemberg
75.17,49.283,9.683,Hohenlohekreis,Künzelsau,15389,Baden-Württemberg
114.78,53.93222,12.34667,Rostock,Laage,6477,Mecklenburg-Western Pomerania
34.05,52.317,9.800,Hanover,Laatzen,41854,Lower Saxony
19,49.467,8.617,Rhein-Neckar-Kreis,Ladenburg,11880,Baden-Württemberg
76.04,51.96667,8.80000,Lippe,Lage,34885,North Rhine-Westphalia
36.85,50.30111,7.60556,Rhein-Lahn-Kreis,Lahnstein,18030,Rhineland-Palatinate
69.86,48.333,7.867,Ortenau,Lahr,47551,Baden-Württemberg
69.84,48.48972,9.68611,Alb-Donau-Kreis,Laichingen,11951,Baden-Württemberg
8.32,49.38028,8.08611,Bad Dürkheim,"Lambrecht, Rhineland-Palatinate",4040,Rhineland-Palatinate
72.3,49.60000,8.46667,Bergstraße,Lampertheim,32660,Hesse
84.37,48.667,12.667,Dingolfing-Landau,Landau an der Isar,13698,Bavaria
82.94,49.200,8.117,Urban district,Landau in der Pfalz,46685,Rhineland-Palatinate
57.89,48.04778,10.89889,Landsberg am Lech,Landsberg am Lech,29346,Bavaria
124.74,51.533,12.167,Saalekreis,Landsberg,15068,Saxony-Anhalt
65.7,48.53972,12.15083,Urban district,Landshut,73065,Bavaria
15.34,49.41222,7.57222,Kaiserslautern,Landstuhl,8350,Rhineland-Palatinate
48.72,51.93806,10.33500,Goslar,Langelsheim,11245,Lower Saxony
29.12,49.983,8.667,Offenbach,"Langen, Hesse",38524,Hesse
75.00,48.49667,10.12000,Alb-Donau-Kreis,Langenau,15470,Baden-Württemberg
31.40,49.25333,9.84861,Schwäbisch Hall,Langenburg,1882,Baden-Württemberg
41.10,51.117,6.950,Mettmann,Langenfeld,59112,North Rhine-Westphalia
71.99,52.43944,9.74000,Hanover,Langenhagen,54684,Lower Saxony
26.25,50.183,9.033,Main-Kinzig-Kreis,Langenselbold,14184,Hesse
46.31,49.49444,10.79472,Fürth,Langenzenn,10652,Bavaria
27.98,53.933,13.833,Vorpommern-Greifswald,Lassan,1468,Mecklenburg-Western Pomerania
97.01,50.533,8.9900,Gießen,Laubach,9604,Hesse
31.12,51.22361,11.67972,Burgenlandkreis,Laucha an der Unstrut,2796,Saxony-Anhalt
88.43,51.50000,13.80000,Oberspreewald-Lausitz,Lauchhammer,14070,Brandenburg
40.86,48.87167,10.24444,Ostalbkreis,Lauchheim,4715,Baden-Württemberg
94.47,49.56861,9.70389,Main-Tauber-Kreis,Lauda-Königshofen,14473,Baden-Württemberg
9.54,53.383,10.567,Lauenburg,Lauenburg,11321,Schleswig-Holstein
59.80,49.51028,11.27722,Nürnberger Land,Lauf an der Pegnitz,26434,Bavaria
23.58,47.56556,8.06472,Waldshut,Laufenburg,9018,Baden-Württemberg
35.31,47.933,12.933,Berchtesgadener Land,Laufen,7319,Bavaria
22.63,49.08333,9.15000,Heilbronn,Lauffen,11838,Baden-Württemberg
44.39,48.567,10.433,Dillingen,Lauingen,11068,Bavaria
61.80,48.22889,9.87972,Biberach,Laupheim,22579,Baden-Württemberg
18.72,50.48139,11.16028,Sonneberg,Lauscha,3214,Thuringia
41.87,51.44806,14.09972,Bautzen,Lauta,8211,Saxony
30.3,50.567,12.750,Erzgebirgskreis,Lauter-Bernsbach,8524,Saxony
102,50.63778,9.39444,Vogelsbergkreis,Lauterbach,13656,Hesse
8.91,49.64944,7.59194,Kusel,Lauterecken,1978,Rhineland-Palatinate
23.32,48.71000,9.86139,Göppingen,Lauterstein,2583,Baden-Württemberg
64.15,49.41000,6.91000,Saarlouis,Lebach,18828,Saarland
54.23,52.41667,14.53306,Märkisch-Oderland,Lebus,3144,Brandenburg
70.30,53.23083,7.45278,Leer,Leer,34958,Lower Saxony
35.96,50.47556,11.44806,Saalfeld-Rudolstadt,Lehesten,1643,Thuringia
127,52.367,9.967,Hanover,Lehrte,44154,Lower Saxony
37.33,51.117,7.017,Rheinisch-Bergischer Kreis,Leichlingen,27885,North Rhine-Westphalia
20.64,49.34806,8.69111,Rhein-Neckar-Kreis,Leimen,26862,Baden-Württemberg
110.18,51.38333,10.33333,Eichsfeld,Leinefelde-Worbis,20018,Thuringia
